Titulo,Descripcion,Categoria,Latitud,Longitud,fecha
43610,Vuelco-despistes,Automóvil,-36,-58,2022-04-01
43611,Colisión vehículo-vehículo,Motocicleta,-35,-59,2022-04-19
43612,Colisión vehículo-vehículo,Automóvil,-38,-57,2022-04-18
43612,Colisión vehículo-vehículo,Automóvil,-38,-57,2022-04-18
43613,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-04-30
43614,Colisión vehículo-vehículo,Automóvil,-35,-58,2022-04-03
43615,Colisión vehículo-vehículo,Motocicleta,-34,-61,2022-04-01
38370,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-04-24
38370,Colisión vehículo-vehículo,Automóvil,-39,-68,2022-04-24
38372,Sin determinar,Motocicleta,-35,-60,2021-06-05
38373,Colisión vehículo-vehículo,Motocicleta,-39,-62,2021-06-04
38374,Colisión vehículo-vehículo,Automóvil,-39,-62,2021-06-27
38374,Colisión vehículo-vehículo,Automóvil,-39,-62,2021-06-27
38375,Sin determinar,Motocicleta,-35,-58,2021-06-11
38376,Sin determinar,Sin determinar,-35,-58,2021-06-29
38377,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-06-01
38378,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-06-14
38379,Colisión vehículo-vehículo,Colectivo,-35,-58,2021-06-30
38380,Sin determinar,Camioneta,-35,-60,2021-06-06
38381,Colisión vehículo-vehículo,Camioneta,-34,-59,2021-06-04
38381,Colisión vehículo-vehículo,Camioneta,-34,-59,2021-06-04
38382,Sin determinar,Camioneta,-36,-58,2021-06-26
38385,Vuelco-despistes,Camión,-35,-60,2021-06-10
38386,Sin determinar,Automóvil,-35,-60,2021-06-29
38387,Vuelco-despistes,Automóvil,-36,-58,2021-06-29
38387,Vuelco-despistes,Automóvil,-36,-58,2021-06-29
38388,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-06-13
38388,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-06-13
38389,Sin determinar,Sin determinar,-34,-59,2021-06-18
38390,Colisión vehículo-vehículo,Motocicleta,-35,-62,2021-06-21
38391,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-06-13
38392,Sin determinar,Sin determinar,-38,-58,2021-06-21
38393,Colisión vehículo-objeto,Sin determinar,-35,-59,2021-06-06
38394,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-06-24
38395,Colisión vehículo-vehículo,Motocicleta,-35,-63,2021-06-01
38396,Colisión vehículo-vehículo,Automóvil,-37,-63,2021-06-06
38398,Sin determinar,Sin determinar,-34,-59,2021-06-29
38399,Colisión vehículo-vehículo,Motocicleta,-37,-57,2021-06-19
38400,Sin determinar,Sin determinar,-35,-59,2021-06-27
38401,Sin determinar,Sin determinar,-35,-58,2021-06-08
38402,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-06-12
38403,Vuelco-despistes,Automóvil,-35,-58,2021-06-12
38404,Sin determinar,Sin determinar,-35,-58,2021-06-19
38405,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-06-23
38406,Vuelco-despistes,Automóvil,-35,-58,2021-06-12
38407,Sin determinar,Ciclomotor,-35,-58,2021-06-23
38408,Colisión vehículo-vehículo,Motocicleta,-35,-62,2021-06-12
38409,Colisión vehículo-vehículo,Camioneta,-38,-59,2021-06-24
38412,Sin determinar,Tren,-34,-59,2021-06-07
38414,Sin determinar,Tren,-34,-59,2021-06-25
38417,Sin determinar,Motocicleta,-35,-59,2021-06-15
38418,Sin determinar,Motocicleta,-35,-59,2021-06-20
38419,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-06-06
38420,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-06-28
38421,Sin determinar,Sin determinar,-35,-59,2021-06-05
38422,Sin determinar,Sin determinar,-35,-59,2021-06-15
38423,Colisión vehículo-persona,Sin vehiculo,-34,-61,2021-06-25
38424,Sin determinar,Sin determinar,-34,-59,2021-06-03
38425,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-06-28
38425,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-06-28
38428,Colisión vehículo-vehículo,Motocicleta,-34,-59,2021-06-20
38429,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-06-10
38430,Sin determinar,Sin determinar,-34,-59,2021-06-19
38431,Sin determinar,Sin determinar,-35,-59,2021-06-13
38432,Sin determinar,Sin determinar,-35,-59,2021-06-12
38433,Sin determinar,Sin determinar,-35,-59,2021-06-16
38434,Colisión vehículo-persona,Sin determinar,-35,-59,2021-06-16
38435,Colisión vehículo-persona,Sin determinar,-35,-59,2021-06-16
38437,Colisión vehículo-vehículo,Ciclomotor,-37,-59,2021-06-25
38439,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-06-01
38440,Sin determinar,Sin determinar,-35,-58,2021-06-24
38499,Colisión vehículo-vehículo,Automóvil,-26,-55,2022-05-16
38501,Colisión vehículo-vehículo,Motocicleta,-27,-55,2022-05-21
38504,Colisión vehículo-vehículo,Automóvil,-32,-61,2022-05-27
38508,Colisión vehículo-vehículo,Motocicleta,-31,-61,2022-05-14
38511,Colisión vehículo-objeto,Motocicleta,-32,-62,2022-05-14
38518,Vuelco-despistes,Camión,-33,-61,2022-05-09
38520,Colisión vehículo-vehículo,Motocicleta,-33,-61,2022-05-14
38521,Vuelco-despistes,Motocicleta,-33,-61,2022-05-17
38536,Vuelco-despistes,Automóvil,-28,-56,2022-06-19
38536,Vuelco-despistes,Automóvil,-28,-56,2022-06-19
38538,Colisión vehículo-vehículo,Motocicleta,-28,-64,2021-11-22
38541,Vuelco-despistes,Motocicleta,-28,-66,2022-01-28
38545,Colisión vehículo-animal,Motocicleta,-27,-59,2021-07-27
38546,Colisión vehículo-vehículo,Motocicleta,-27,-59,2021-10-31
38553,Vuelco-despistes,Camión,-35,-65,2022-06-25
38554,Colisión vehículo-objeto,Motocicleta,-35,-64,2022-06-19
38556,Vuelco-despistes,Motocicleta,-35,-58,2021-02-06
38557,Colisión vehículo-objeto,Automóvil,-35,-58,2021-02-14
38558,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-02-17
38559,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-02-20
38560,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-02-21
38561,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-02-21
38562,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-02-26
38563,Colisión vehículo-vehículo,Colectivo,-35,-58,2021-02-28
38570,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-04-03
38571,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-04-07
38572,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-04-10
38573,Colisión vehículo-objeto,Automóvil,-35,-58,2021-04-14
38574,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-04-19
38577,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-05-03
38578,Colisión vehículo-objeto,Motocicleta,-35,-59,2021-05-09
38579,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-05-11
38580,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-05-14
38581,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-05-15
38583,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-05-21
38584,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-05-20
38585,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-05-22
38586,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-05-25
38587,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-05-26
38588,Colisión vehículo-objeto,Camioneta,-35,-58,2021-05-31
38592,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-06-02
38594,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-06-03
38596,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-06-15
38597,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-06-20
38598,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-06-20
38599,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-06-22
38600,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-06-29
38607,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-09-01
38608,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-09-18
38609,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-09-20
38610,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-09-21
38615,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-10-18
38616,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-10-23
38617,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-10-25
38618,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-10-28
38621,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-11-02
38622,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-11-09
38623,Colisión vehículo-objeto,Automóvil,-35,-58,2021-11-11
38624,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-11-25
38625,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-11-06
38626,Colisión vehículo-objeto,Motocicleta,-35,-59,2021-11-20
38627,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-11-27
38637,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-01-07
38639,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-01-11
38640,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-01-11
38642,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-01-18
38643,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-01-22
38644,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-01-23
38646,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-01-27
38647,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-01-29
38648,Colisión vehículo-objeto,Motocicleta,-35,-58,2021-01-31
38651,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-01
38652,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-03-03
38653,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-11
38655,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-16
38656,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-03-29
38657,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-03-31
38658,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-07-09
38659,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-07-21
38660,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-07-22
38661,Colisión vehículo-objeto,Automóvil,-35,-58,2021-07-22
38662,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-07-24
38663,Colisión vehículo-objeto,Automóvil,-35,-58,2021-07-10
38664,Colisión vehículo-objeto,Camioneta,-35,-58,2021-07-27
38665,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-08-02
38666,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-08-02
38668,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-08-06
38670,Colisión vehículo-objeto,Motocicleta,-35,-59,2021-08-15
38671,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-08-20
38673,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-08-31
38680,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-01
38681,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-02
38682,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-10
38683,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-12-11
38684,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-12-12
38686,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-12-15
38688,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-12-30
38695,Colisión vehículo-objeto,Motocicleta,-27,-61,2021-02-21
38697,Colisión vehículo-vehículo,Bicicleta,-26,-58,2022-06-08
38700,Colisión vehículo-vehículo,Motocicleta,-26,-58,2022-06-14
38711,Colisión vehículo-vehículo,Motocicleta,-33,-60,2021-03-07
38712,Sin determinar,Motocicleta,-35,-62,2021-03-08
38713,Colisión vehículo-vehículo,Motocicleta,-35,-61,2021-03-29
38714,Vuelco-despistes,Automóvil,-34,-61,2021-03-28
38715,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-03-08
38715,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-03-08
38715,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-03-08
38716,Vuelco-despistes,Automóvil,-34,-59,2021-03-15
38717,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-03-17
38718,Colisión vehículo-vehículo,Camión,-34,-59,2021-03-17
38719,Colisión vehículo-persona,Camión,-34,-59,2021-03-29
38721,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-03-11
38722,Colisión vehículo-persona,Sin vehiculo,-35,-60,2021-03-21
38723,Sin determinar,Sin determinar,-35,-59,2021-03-22
38724,Sin determinar,Automóvil,-35,-59,2021-03-24
38727,Sin determinar,Automóvil,-35,-58,2021-03-11
38728,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-03-22
38728,Colisión vehículo-vehículo,Camioneta,-35,-60,2021-03-22
38728,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-03-22
38729,Vuelco-despistes,Automóvil,-36,-58,2021-03-20
38730,Colisión vehículo-vehículo,Camión,-36,-59,2021-03-05
38731,Sin determinar,Automóvil,-36,-59,2021-03-09
38731,Sin determinar,Sin determinar,-36,-59,2021-03-09
38732,Colisión vehículo-persona,Sin vehiculo,-36,-60,2021-03-11
38733,Vuelco-despistes,Automóvil,-37,-60,2021-03-22
38734,Sin determinar,Sin determinar,-37,-63,2021-03-20
38735,Colisión vehículo-persona,Sin vehiculo,-37,-57,2021-03-01
38736,Colisión vehículo-persona,Sin vehiculo,-38,-58,2021-03-04
38737,Sin determinar,Tren,-38,-58,2021-03-30
38739,Colisión vehículo-vehículo,Motocicleta,-39,-62,2021-03-13
38740,Colisión vehículo-vehículo,Motocicleta,-39,-62,2021-03-29
38741,Sin determinar,Sin determinar,-34,-60,2021-03-15
38741,Sin determinar,Sin determinar,-34,-60,2021-03-15
38742,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-03-20
38742,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-03-20
38743,Sin determinar,Sin determinar,-34,-59,2021-03-03
38744,Sin determinar,Sin determinar,-34,-59,2021-03-03
38746,Colisión vehículo-vehículo,Motocicleta,-34,-59,2021-03-20
38747,Sin determinar,Automóvil,-34,-59,2021-03-28
38748,Sin determinar,Automóvil,-34,-59,2021-03-05
38749,Sin determinar,Sin determinar,-34,-59,2021-03-01
38750,Sin determinar,Sin determinar,-34,-59,2021-03-03
38751,Sin determinar,Sin determinar,-34,-59,2021-03-14
38752,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-03-15
38753,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-03-23
38755,Sin determinar,Automóvil,-34,-59,2021-03-21
38756,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-03-03
38757,Sin determinar,Motocicleta,-35,-59,2021-03-14
38758,Sin determinar,Sin determinar,-35,-59,2021-03-12
38759,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-03-13
38760,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-03-18
38761,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-03-23
38762,Sin determinar,Motocicleta,-35,-59,2021-03-24
38763,Sin determinar,Sin determinar,-35,-59,2021-03-28
38765,Colisión vehículo-vehículo,Camioneta,-35,-58,2021-03-25
38766,Colisión vehículo-vehículo,Colectivo,-35,-58,2021-03-10
38767,Sin determinar,Motocicleta,-35,-58,2021-03-08
38768,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-13
38770,Sin determinar,Sin determinar,-35,-58,2021-03-22
38771,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-23
38772,Colisión vehículo-vehículo,Automóvil,-35,-58,2021-03-26
38773,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-29
38774,Sin determinar,Sin determinar,-35,-58,2021-03-31
38776,Sin determinar,Sin determinar,-35,-58,2021-03-12
38777,Sin determinar,Sin determinar,-35,-58,2021-03-15
38779,Sin determinar,Sin determinar,-35,-58,2021-03-18
38780,Sin determinar,Automóvil,-35,-58,2021-03-31
38781,Sin determinar,Automóvil,-35,-59,2021-03-07
38782,Sin determinar,Sin determinar,-35,-58,2021-03-26
38783,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-03-21
38785,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-03-31
38786,Sin determinar,Automóvil,-35,-58,2021-03-10
38787,Colisión vehículo-vehículo,Motocicleta,-38,-60,2021-03-07
38787,Colisión vehículo-vehículo,Sin determinar,-38,-60,2021-03-07
38788,Sin determinar,Sin determinar,-39,-63,2021-03-08
38790,Sin determinar,Tren,-35,-58,2021-03-02
38791,Sin determinar,Sin determinar,-35,-59,2021-03-06
38792,Colisión vehículo-vehículo,Motocicleta,-36,-59,2021-03-08
38793,Sin determinar,Automóvil,-37,-57,2021-03-03
38794,Colisión vehículo-vehículo,Camión,-34,-59,2021-03-02
38795,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-03-08
38796,Colisión vehículo-vehículo,Camión,-36,-59,2021-03-05
38797,Sin determinar,Sin determinar,-36,-59,2021-03-09
38798,Sin determinar,Automóvil,-34,-62,2021-03-10
38799,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-03-17
38800,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-03-22
38801,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-03-21
38802,Colisión vehículo-vehículo,Sin determinar,-36,-57,2021-03-26
38802,Colisión vehículo-vehículo,Sin determinar,-36,-57,2021-03-26
38838,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-04-26
38839,Sin determinar,Camioneta,-39,-62,2021-04-15
38840,Sin determinar,Sin determinar,-39,-62,2021-04-17
38841,Colisión vehículo-vehículo,Camioneta,-39,-62,2021-04-15
38842,Sin determinar,Sin determinar,-35,-58,2021-04-14
38843,Colisión vehículo-vehículo,Camioneta,-34,-60,2021-04-26
38844,Sin determinar,Sin determinar,-38,-60,2021-04-01
38844,Sin determinar,Camioneta,-38,-60,2021-04-01
38845,Colisión vehículo-vehículo,Motocicleta,-35,-60,2021-04-30
38845,Colisión vehículo-vehículo,Motocicleta,-35,-60,2021-04-30
38846,Colisión vehículo-vehículo,Camioneta,-35,-58,2021-04-24
38846,Colisión vehículo-vehículo,Camioneta,-35,-58,2021-04-24
38847,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-04-02
38848,Sin determinar,Sin determinar,-35,-59,2021-04-14
38849,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-04-21
38851,Colisión vehículo-vehículo,Automóvil,-37,-62,2021-04-04
38852,Sin determinar,Camioneta,-35,-60,2021-04-05
38853,Colisión vehículo-vehículo,Automóvil,-35,-60,2021-04-19
38854,Sin determinar,Automóvil,-35,-59,2021-04-25
38855,Colisión vehículo-persona,Sin vehiculo,-35,-58,2021-04-17
38856,Colisión vehículo-vehículo,Automóvil,-36,-60,2021-04-11
38858,Sin determinar,Automóvil,-35,-59,2021-04-17
38860,Colisión vehículo-vehículo,Camión,-38,-58,2021-04-07
38862,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-04-05
38863,Sin determinar,Sin determinar,-35,-59,2021-04-07
38864,Colisión vehículo-vehículo,Bicicleta,-35,-59,2021-04-20
38865,Sin determinar,Sin determinar,-34,-59,2021-04-28
38866,Colisión vehículo-vehículo,Motocicleta,-35,-61,2021-04-28
38867,Colisión vehículo-vehículo,Tren,-35,-59,2021-04-03
38868,Sin determinar,Sin determinar,-35,-59,2021-04-06
38869,Sin determinar,Tren,-35,-59,2021-04-12
38870,Sin determinar,Tren,-35,-59,2021-04-25
38871,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-04-25
38872,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-04-25
38873,Colisión vehículo-objeto,Sin determinar,-35,-58,2021-04-02
38873,Colisión vehículo-objeto,Automóvil,-35,-58,2021-04-02
38874,Sin determinar,Bicicleta,-35,-58,2021-04-01
38876,Sin determinar,Sin determinar,-35,-58,2021-04-19
38877,Colisión vehículo-vehículo,Sin determinar,-35,-58,2021-04-29
38878,Colisión vehículo-vehículo,Automóvil,-38,-61,2021-04-18
38879,Sin determinar,Motocicleta,-35,-59,2021-04-18
38880,Sin determinar,Sin determinar,-35,-59,2021-04-07
38881,Sin determinar,Tren,-34,-59,2021-04-03
38882,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-04-20
38884,Sin determinar,Automóvil,-35,-59,2021-04-06
38885,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-04-04
38886,Vuelco-despistes,Automóvil,-35,-59,2021-04-18
38887,Colisión vehículo-vehículo,Camión,-39,-59,2021-04-17
38889,Colisión vehículo-vehículo,Camión,-41,-63,2021-04-14
38891,Sin determinar,Automóvil,-34,-59,2021-04-23
38893,Colisión vehículo-vehículo,Automóvil,-35,-57,2021-04-04
38895,Sin determinar,Automóvil,-38,-62,2021-04-14
38896,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-04-30
38897,Colisión vehículo-vehículo,Sin determinar,-34,-59,2021-04-06
38898,Sin determinar,Sin determinar,-35,-59,2021-04-13
38899,Colisión vehículo-vehículo,Motocicleta,-33,-60,2021-04-14
38900,Colisión vehículo-persona,Sin vehiculo,-33,-60,2021-04-19
38901,Colisión vehículo-persona,Sin vehiculo,-33,-60,2021-04-19
38903,Sin determinar,Sin determinar,-35,-58,2021-04-16
38904,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-04-20
38905,Sin determinar,Tren,-35,-59,2021-04-30
38906,Colisión vehículo-vehículo,Automóvil,-39,-63,2021-04-17
38907,Sin determinar,Sin determinar,-34,-59,2021-04-01
38965,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-07-26
38966,Sin determinar,Automóvil,-37,-60,2021-07-29
38971,Colisión vehículo-vehículo,Motocicleta,-35,-60,2021-07-31
38972,Sin determinar,Sin determinar,-35,-58,2021-07-29
38973,Sin determinar,Sin determinar,-35,-58,2021-07-29
38975,Sin determinar,Motocicleta,-35,-58,2021-07-11
38976,Sin determinar,Tren,-35,-58,2021-07-16
38977,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-07-18
38980,Colisión vehículo-persona,Sin vehiculo,-38,-58,2021-07-14
38981,Sin determinar,Sin determinar,-38,-58,2021-07-22
38982,Colisión vehículo-vehículo,Ciclomotor,-35,-59,2021-07-29
38983,Colisión vehículo-vehículo,Camioneta,-35,-59,2021-07-10
38983,Colisión vehículo-vehículo,Camioneta,-35,-59,2021-07-10
38984,Sin determinar,Sin determinar,-34,-59,2021-07-01
38985,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-07-07
38986,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-07-24
38987,Colisión vehículo-vehículo,Camión,-35,-59,2021-07-02
38988,Sin determinar,Camioneta,-35,-59,2021-07-11
38989,Sin determinar,Sin determinar,-35,-59,2021-07-12
38990,Sin determinar,Motocicleta,-35,-59,2021-07-10
38991,Colisión vehículo-vehículo,Automóvil,-35,-59,2021-07-23
38992,Colisión vehículo-vehículo,Sin determinar,-35,-59,2021-07-28
38993,Sin determinar,Tren,-35,-59,2021-07-26
38993,Sin determinar,Sin determinar,-35,-59,2021-07-26
38993,Sin determinar,Sin determinar,-35,-59,2021-07-26
38994,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-07-20
38995,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-07-06
38996,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-07-15
38998,Sin determinar,Automóvil,-35,-58,2021-07-31
38999,Sin determinar,Sin determinar,-35,-59,2021-07-09
39000,Sin determinar,Sin determinar,-35,-59,2021-07-05
39001,Sin determinar,Sin determinar,-35,-59,2021-07-20
39002,Sin determinar,Sin determinar,-35,-59,2021-07-22
39003,Colisión vehículo-vehículo,Motocicleta,-35,-59,2021-07-04
39004,Colisión vehículo-vehículo,Motocicleta,-39,-59,2021-07-04
39005,Sin determinar,Automóvil,-39,-59,2021-07-21
39006,Colisión vehículo-persona,Sin vehiculo,-34,-59,2021-07-24
39007,Sin determinar,Automóvil,-36,-60,2021-07-20
39008,Sin determinar,Motocicleta,-34,-60,2021-07-08
39009,Sin determinar,Sin determinar,-34,-59,2021-07-06
39010,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-07-02
39011,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-07-08
39012,Colisión vehículo-persona,Sin vehiculo,-38,-60,2021-07-07
39013,Colisión vehículo-persona,Sin vehiculo,-38,-60,2021-07-19
39014,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-07-16
39029,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-08-15
39030,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-08-16
39031,Sin determinar,Automóvil,-35,-58,2021-08-18
39032,Sin determinar,Automóvil,-34,-60,2021-08-08
39033,Sin determinar,Automóvil,-35,-58,2021-08-01
39035,Sin determinar,Sin determinar,-35,-58,2021-08-29
39036,Sin determinar,Motocicleta,-35,-60,2021-08-07
39038,Colisión vehículo-objeto,Automóvil,-35,-59,2021-08-08
39038,Colisión vehículo-objeto,Automóvil,-35,-59,2021-08-08
39038,Colisión vehículo-objeto,Automóvil,-35,-59,2021-08-08
39039,Sin determinar,Sin determinar,-35,-59,2021-08-15
39039,Sin determinar,Sin determinar,-35,-59,2021-08-15
39039,Sin determinar,Automóvil,-35,-59,2021-08-15
39040,Colisión vehículo-vehículo,Automóvil,-36,-58,2021-08-14
39041,Sin determinar,Sin determinar,-35,-60,2021-08-05
39042,Colisión vehículo-vehículo,Motocicleta,-37,-62,2021-08-08
39044,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-08-26
39046,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-08-02
39047,Sin determinar,Camioneta,-38,-58,2021-08-15
39048,Colisión vehículo-vehículo,Motocicleta,-38,-58,2021-08-15
39050,Colisión vehículo-persona,Sin vehiculo,-38,-58,2021-08-24
39051,Colisión vehículo-persona,Sin determinar,-35,-59,2021-08-09
39052,Colisión vehículo-objeto,Motocicleta,-35,-59,2021-08-27
39053,Sin determinar,Automóvil,-35,-63,2021-08-28
39054,Sin determinar,Automóvil,-35,-63,2021-08-28
39055,Sin determinar,Sin determinar,-35,-59,2021-08-01
39056,Colisión vehículo-persona,Sin vehiculo,-35,-59,2021-08-12
39057,Sin determinar,Sin determinar,-35,-59,2021-08-23
39058,Sin determinar,Automóvil,-35,-58,2021-08-10
39059,Sin determinar,Camioneta,-35,-58,2021-08-14
39060,Sin determinar,Sin determinar,-35,-58,2021-08-01
39062,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-08-24
39065,Sin determinar,Automóvil,-35,-59,2021-08-30
39066,Sin determinar,Camioneta,-35,-59,2021-08-01
39067,Sin determinar,Automóvil,-41,-63,2021-08-19
39069,Colisión vehículo-persona,Sin vehiculo,-34,-61,2021-08-09
39071,Sin determinar,Sin determinar,-34,-59,2021-08-09
39072,Colisión vehículo-vehículo,Automóvil,-35,-57,2021-08-02
39073,Colisión vehículo-vehículo,Bicicleta,-35,-58,2021-08-06
39074,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-08-08
39075,Colisión vehículo-vehículo,Motocicleta,-35,-58,2021-08-15
39078,Colisión vehículo-vehículo,Automóvil,-34,-59,2021-08-08
